@timestamp,@message
2025-12-26 08:45:06.241,"{""ts"": ""2025-12-26T08:45:06.185369+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order in local state but not on exchange (stale)"", ""event_type"": ""LOG"", ""market"": ""KXIPO-26-DATABRICKS"", ""order_id"": ""7da96a48-09b8-4ce0-a25b-84f8dffba3bd"", ""side"": ""yes"", ""price"": 0.53, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:06.240,"{""ts"": ""2025-12-26T08:45:06.185256+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order in local state but not on exchange (stale)"", ""event_type"": ""LOG"", ""market"": ""KXIPO-26-DATABRICKS"", ""order_id"": ""77a1266a-ebdd-4710-a8b6-f71debbed945"", ""side"": ""no"", ""price"": 0.57, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:06.240,"{""ts"": ""2025-12-26T08:45:06.185304+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order in local state but not on exchange (stale)"", ""event_type"": ""LOG"", ""market"": ""KXWCCREG-26-GONZ"", ""order_id"": ""4df42cfa-cb2c-43e8-b7cb-8c210cf695f4"", ""side"": ""yes"", ""price"": 0.52, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:06.240,"{""ts"": ""2025-12-26T08:45:06.185338+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order in local state but not on exchange (stale)"", ""event_type"": ""LOG"", ""market"": ""KXNEXTCOACHOUTNFL-26-2-LV"", ""order_id"": ""494c79ce-3911-412f-82c7-b42ca0bb1e4a"", ""side"": ""yes"", ""price"": 0.24, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:44:38.810,"{""ts"": ""2025-12-26T08:44:34.374760+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Loop exceeded target duration"", ""event_type"": ""LOG"", ""loop_duration_ms"": 37365.31472206116, ""target_ms"": 10000.0, ""logger"": ""__main__""}"
2025-12-26 08:44:34.407,"{""ts"": ""2025-12-26T08:44:33.312012+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Some cancellations failed"", ""event_type"": ""LOG"", ""succeeded"": 2, ""failed"": 3, ""logger"": ""__main__""}"
2025-12-26 08:44:33.403,"{""ts"": ""2025-12-26T08:44:33.311659+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Batch cancel - order failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:738"", ""order_id"": ""77a1266a-ebdd-4710-a8b6-f71debbed945"", ""error_msg"": ""not found"", ""error_code"": ""not_found"", ""logger"": ""dora_bot.exchange_client""}"
2025-12-26 08:44:33.403,"{""ts"": ""2025-12-26T08:44:33.311760+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Batch cancel - order failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:738"", ""order_id"": ""4df42cfa-cb2c-43e8-b7cb-8c210cf695f4"", ""error_msg"": ""not found"", ""error_code"": ""not_found"", ""logger"": ""dora_bot.exchange_client""}"
2025-12-26 08:44:33.403,"{""ts"": ""2025-12-26T08:44:33.311799+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Batch cancel - order failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:738"", ""order_id"": ""494c79ce-3911-412f-82c7-b42ca0bb1e4a"", ""error_msg"": ""not found"", ""error_code"": ""not_found"", ""logger"": ""dora_bot.exchange_client""}"
2025-12-26 08:44:33.403,"{""ts"": ""2025-12-26T08:44:33.311882+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Cancel failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:738"", ""market"": ""KXIPO-26-DATABRICKS"", ""order_id"": ""77a1266a-ebdd-4710-a8b6-f71debbed945"", ""error_msg"": ""not found"", ""batch_number"": 1, ""logger"": ""__main__""}"
