market_ticker,market_title,status,current_spread,volume_7d_contracts,volume_7d_orders,7d_profit_current_usd,7d_profit_optimal_usd,7d_optimal_bid,7d_optimal_ask,7d_current_spread,7d_required_spread,60d_profit_current_usd,60d_profit_optimal_usd,60d_optimal_bid,60d_optimal_ask,60d_current_spread,60d_required_spread,event_ticker,event_title,7d_required_spread_with_fees,7d_roundtrip_fee_cents,60d_required_spread_with_fees,60d_roundtrip_fee_cents,spread_sufficient_flag
KXTRUMPPARDONS-29JAN21-TTH,"Will Tou Thao receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-TPET,"Will Tina Peters receive a presidential pardon before Jan 21, 2029?",active,5.0,1000.0,1.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.6978125000000001,0.6978125000000001,0.6978125000000001,0.6978125000000001,1.0
KXTRUMPPARDONS-29JAN21-THAT,"Will Torence Hatch receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-TGAR,"Will Ty Garbin receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-STEL,"Will Sebastian Telfair receive a presidential pardon before Jan 21, 2029?",active,10.0,,,,,,,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.315,0.315,0.315,0.315,1.0
KXTRUMPPARDONS-29JAN21-SSAM,"Will Safaree Samuels receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-SCOM,"Will Sean Combs receive a presidential pardon before Jan 21, 2029?",active,1.0,531.0,4.0,-3.349662750000004,0.0,0.0,21.0,1.0,0.0,-22.071226499999984,27.6208915,9.0,20.0,1.0,-5.1038278908884855,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.5494125000000001,0.5494125000000001,-4.554415390888486,0.5494125000000001,0.0
KXTRUMPPARDONS-29JAN21-SBF,"Will Sam Bankman-Fried receive a presidential pardon before Jan 21, 2029?",active,8.0,209.0,4.0,-3.629141884615384,0.0,0.0,44.0,8.0,0.0,27.10115971428572,33.9765445,35.0,41.0,8.0,-3.0435340033749467,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.8326500000000001,0.8326500000000001,-2.2108840033749466,0.8326500000000001,1.0
KXTRUMPPARDONS-29JAN21-SBAN,"Will Steve Bannon receive a presidential pardon before Jan 21, 2029?",active,4.0,1004.0,3.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.7738499999999999,0.7738499999999999,0.7738499999999999,0.7738499999999999,1.0
KXTRUMPPARDONS-29JAN21-RVER,"Will Roger Ver receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-RSMI,"Will Robin Smith receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-PROS,"Will Pete Rose receive a presidential pardon before Jan 21, 2029?",active,10.0,,,,,,,10.0,0.0,-0.07875,0.0,0.0,26.0,10.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.56,0.56,0.56,0.56,1.0
KXTRUMPPARDONS-29JAN21-PMIC,"Will Prakazrel Michel receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-MBOR,"Will Matt Borges receive a presidential pardon before Jan 21, 2029?",active,1.0,15.0,1.0,-0.1915199999999998,0.0,0.0,25.0,1.0,0.0,-0.1915199999999998,0.0,0.0,25.0,1.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.6292125,0.6292125,0.6292125,0.6292125,0.0
KXTRUMPPARDONS-29JAN21-LSTA,"Will Leon Stanton receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-LHOU,"Will Larry Householder receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-KAND,"Will Kisean Anderson receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JWIL,"Will Jeffery Williams receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JSUN,"Will Justin Sun receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JMUY,"Will Jose Muyet receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JMAL,"Will Joseph Maldonado receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JKUS,"Will Jared Kushner receive a presidential pardon before Jan 21, 2029?",active,5.0,1001.0,2.0,0.0,0.0,0.0,34.0,5.0,0.0,-1.3000680000000011,4.774702000000002,25.0,34.0,5.0,-14.25,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.8014125000000001,0.8014125000000001,-13.4485875,0.8014125000000001,1.0
KXTRUMPPARDONS-29JAN21-JGIU,"Will Joe Giudice receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-JASS,"Will Julian Assange receive a presidential pardon before Jan 21, 2029?",active,10.0,7.0,1.0,-0.091875,0.0,0.0,26.0,10.0,0.0,0.1968124999999999,0.1968124999999999,15.0,25.0,10.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.56,0.56,0.56,0.56,1.0
KXTRUMPPARDONS-29JAN21-HBID,"Will Hunter Biden receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-GMAX,"Will Ghislaine Maxwell receive a presidential pardon before Jan 21, 2029?",active,7.0,47.0,5.0,-0.525,0.0,0.0,26.0,7.0,-2.0,0.0886182499999999,0.1998694999999999,17.0,25.0,7.0,-0.4309644062711508,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,-1.4092875,0.5907125000000001,0.1597480937288493,0.5907125000000001,1.0
KXTRUMPPARDONS-29JAN21-ESNO,"Will Edward Snowden receive a presidential pardon before Jan 21, 2029?",active,9.0,47.0,1.0,-0.2961000000000001,0.0,0.0,11.0,9.0,0.0,-0.5922000000000003,0.0,0.0,11.0,9.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.1819125,0.1819125,0.1819125,0.1819125,1.0
KXTRUMPPARDONS-29JAN21-EADA,"Will Eric Adams receive a presidential pardon before Jan 21, 2029?",active,1.0,1022.0,5.0,-0.13125,0.76875,16.0,26.0,1.0,0.0,-0.13125,0.76875,16.0,26.0,1.0,1.25,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.6649125,0.6649125,1.9149125,0.6649125,0.0
KXTRUMPPARDONS-29JAN21-DWAY,"Will DeAndre Way receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-DKWO,"Will Do Kwon receive a presidential pardon before Jan 21, 2029?",active,9.0,190.0,1.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.5907125000000001,0.5907125000000001,0.5907125000000001,0.5907125000000001,1.0
KXTRUMPPARDONS-29JAN21-DJTR,"Will Donald Trump Jr. receive a presidential pardon before Jan 21, 2029?",active,5.0,1052.0,7.0,-0.3863999999999998,1.9136,30.0,41.0,5.0,0.0,-3.696000000000004,24.775200000000005,25.0,41.0,5.0,-14.25,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.8553125,0.8553125,-13.3946875,0.8553125,1.0
KXTRUMPPARDONS-29JAN21-DJT,"Will Donald Trump receive a presidential pardon before Jan 21, 2029?",active,3.0,7312.0,11.0,-0.191268,0.2487319999999999,42.0,46.0,3.0,0.0,-23.482751369582985,33.918588,10.0,46.0,3.0,28.567198953377662,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.8728125000000001,0.8728125000000001,29.44001145337766,0.8728125000000001,0.0
KXTRUMPPARDONS-29JAN21-DHAL,"Will Daniel Hale receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXTRUMPPARDONS-29JAN21-DCHA,"Will Derek Chauvin receive a presidential pardon before Jan 21, 2029?",active,64.0,1338.0,5.0,-32.86070283345835,0.0,0.0,26.0,64.0,0.0,-32.885675841079426,0.134768,17.0,26.0,64.0,0.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.8064000000000002,0.8064000000000002,0.8064000000000002,0.8064000000000002,1.0
KXTRUMPPARDONS-29JAN21-BMEN,"Will Bob Menendez receive a presidential pardon before Jan 21, 2029?",active,8.0,190.0,1.0,-6.317575410526315,0.0,0.0,26.0,8.0,0.0,-7.154275479069765,0.0,0.0,26.0,8.0,2.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,0.56,0.56,2.56,0.56,1.0
KXTRUMPPARDONS-29JAN21-BAR,"Will Barron Trump receive a presidential pardon before Jan 21, 2029?",active,1.0,25.0,6.0,-0.015232,0.0,0.0,33.0,1.0,1.25,-3.770747249999998,12.80151,25.0,31.0,1.0,-3.502977456940452,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,2.0052125000000003,0.7552125000000002,-2.747764956940452,0.7552125000000002,0.0
KXTRUMPPARDONS-29JAN21-AMAS,"Will Alex Mashinsky receive a presidential pardon before Jan 21, 2029?",no trades,,,,,,,,,,,,,,,,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,,,,,
KXSCOURT-29-EBOV,Will Emil Bove become the next Justice on the Supreme Court?,active,5.0,10.0,1.0,-0.06853,0.0,0.0,1.0,5.0,0.0,-4.113884408536587,6.847156813106796,11.0,24.0,5.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.4087125,0.4087125,0.4087125,0.4087125,1.0
KXSCOURT-29-SBIB,Will Stephanos Bibas become the next Justice on the Supreme Court?,active,1.0,100.0,2.0,-0.3325,0.0,0.0,6.0,1.0,0.0,-0.7297,0.0,0.0,6.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.1504125,0.1504125,0.1504125,0.1504125,0.0
KXSCOURT-29-TED,Will Ted Cruz become the next Justice on the Supreme Court?,active,1.0,10.0,1.0,-0.0203699999999999,0.0,0.0,1.0,1.0,0.0,0.67366775,0.67366775,3.0,4.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.1182125,0.1182125,0.1182125,0.1182125,0.0
KXSCOURT-29-AEID,Will Allison Eid become the next Justice on the Supreme Court?,no trades,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-TC,Will Tom Cotton become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-PW,Will Patrick Wyrick become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-MT,Will Morse Tan become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-MM,Will Mark Martin become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-ML,Will Mike Lee become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-KW,Will Kristen Waggoner become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-KCT,Will Kate Comerford Todd become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-TMC,Will Trevor McFadden become the next Justice on the Supreme Court?,active,1.0,,,,,,,1.0,0.0,0.3988305,0.3988305,1.0,2.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0517125,0.0517125,0.0517125,0.0517125,0.0
KXSCOURT-29-PB,Will Patrick Bumatay become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,0.3909415,0.3909415,1.0,3.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-MP,Will Michael Park become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-MK,Will Matthew Kacsmaryk become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-KN,Will Kevin Newsom become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-KM,Will Kathryn Mizelle become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-KL,Will Kenneth Lee become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-KB,Will Kevin Brobson become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-JL,Will Joan Larsen become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-GGK,Will Gregory G. Katsas become the next Justice on the Supreme Court?,active,3.0,,,,,,,3.0,0.0,-0.1381800000000001,1.26182,2.0,9.0,3.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.2428125,0.2428125,0.2428125,0.2428125,1.0
KXSCOURT-29-EY,Will Evan Young become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-DS,Will David Stras become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-CB,Will Clint Bolick become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-BL,Will Barbara Lagoa become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-BG,Will Britt Grant become the next Justice on the Supreme Court?,active,2.0,,,,,,,2.0,0.0,-0.0693,0.0,0.0,1.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0686,0.0686,0.0686,0.0686,0.0
KXSCOURT-29-AJR,Will Allison Jones Rushing become the next Justice on the Supreme Court?,active,,,,,,,,,,,,,,,,KXSCOURT-29,Who will be the next Supreme Court justice?,,,,,
KXSCOURT-29-AC,Will Aileen Cannon become the next Justice on the Supreme Court?,active,1.0,43.0,1.0,-0.2946789999999998,0.0,0.0,1.0,1.0,0.0,-0.2680955000000002,0.065216,0.0,16.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.3562125,0.3562125,0.3562125,0.3562125,0.0
KXSCOURT-29-SKD,Will Stuart Kyle Duncan become the next Justice on the Supreme Court?,active,1.0,,,,,,,1.0,0.0,-0.1372,0.0,0.0,1.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0853125,0.0853125,0.0853125,0.0853125,0.0
KXSCOURT-29-NR,Will Neomi Rao become the next Justice on the Supreme Court?,active,3.0,,,,,,,3.0,0.0,1.067083465116279,1.067083465116279,2.0,5.0,3.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.1182125,0.1182125,0.1182125,0.1182125,1.0
KXSCOURT-29-LVD,Will Lawrence VanDyke become the next Justice on the Supreme Court?,active,3.0,,,,,,,3.0,0.0,1.7812738338557994,6.085837999999999,1.0,5.0,3.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.0853125,0.0853125,0.0853125,0.0853125,1.0
KXSCOURT-29-JH,Will James Ho become the next Justice on the Supreme Court?,active,2.0,1.0,1.0,-0.007917,0.0,0.0,14.0,2.0,0.0,-2.436313722826089,3.2259539999999998,12.0,15.0,2.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.3696,0.3696,0.3696,0.3696,0.0
KXSCOURT-29-AT,Will Amul Tharpar become the next Justice on the Supreme Court?,active,1.0,,,,,,,1.0,0.0,-1.775507249999999,0.7492427500000002,11.0,16.0,1.0,0.0,KXSCOURT-29,Who will be the next Supreme Court justice?,0.4087125,0.4087125,0.4087125,0.4087125,0.0
KXSCOURT-29-AO,Will Andrew Oldham become the next Justice on the Supreme Court?,active,3.0,147.0,3.0,-2.625459238095236,0.0,0.0,21.0,3.0,0.0,2.2659930172413785,3.3628310897435902,15.0,20.0,3.0,-2.28349364905389,KXSCOURT-29,Who will be the next Supreme Court justice?,0.5277125,0.5277125,-1.7557811490538902,0.5277125,1.0
KXPRESPERSON-28-JDIM,Who will win the next presidential election?,active,1.0,30138.0,15.0,-1056.6689991114297,39.024444,0.0,3.0,1.0,16.919825875666813,-1056.6689991114297,39.024444,0.0,3.0,1.0,16.919825875666813,KXPRESPERSON-28,Next US Presidential Election Winner?,16.971538375666814,0.0517125,16.971538375666814,0.0517125,0.0
KXPRESPERSON-28-TWAL,Who will win the next presidential election?,active,,,,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-WMOO,Who will win the next presidential election?,active,1.0,5578.0,20.0,6.20931975,6.20931975,2.0,3.0,1.0,0.0,76.69996799999997,76.69996799999997,2.0,3.0,1.0,0.0,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0853125,0.0853125,0.0853125,0.0853125,0.0
KXPRESPERSON-28-VRAM,Who will win the next presidential election?,active,,5565.0,5.0,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-TGAB,Who will win the next presidential election?,active,,,,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-SSMI,Who will win the next presidential election?,active,,48721.0,12.0,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-RDES,Who will win the next presidential election?,active,1.0,7678.0,10.0,30.92976225,30.92976225,1.0,2.0,1.0,0.0,-156.45266119890968,0.0,0.0,3.0,1.0,0.0,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0517125,0.0517125,0.0517125,0.0517125,0.0
KXPRESPERSON-28-NHAL,Who will win the next presidential election?,active,,,,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-MRUB,Who will win the next presidential election?,active,1.0,9208.0,26.0,-30.17844549999998,25.615099000000004,4.0,6.0,1.0,0.0922382827145669,-24099.627994242604,1290.692697,3.0,17.0,1.0,0.229074662532374,KXPRESPERSON-28,Next US Presidential Election Winner?,0.2426507827145669,0.1504125,0.3794871625323741,0.1504125,0.0
KXPRESPERSON-28-KHAR,Who will win the next presidential election?,active,1.0,9928.0,31.0,14.314695499999996,14.314695499999996,3.0,4.0,1.0,0.0816609194718914,155.37145675,242.480735,2.0,4.0,1.0,0.052840609933261,KXPRESPERSON-28,Next US Presidential Election Winner?,0.1998734194718914,0.1182125,0.171053109933261,0.1182125,0.0
KXPRESPERSON-28-JVAN,Who will win the next presidential election?,active,1.0,34684.0,304.0,-424.0429933788486,0.0,0.0,32.0,1.0,0.0613534082366384,-1369.45649690727,120.47475874999992,29.0,32.0,1.0,0.0583638378788087,KXPRESPERSON-28,Next US Presidential Election Winner?,0.7892659082366387,0.7279125000000002,0.7862763378788089,0.7279125000000002,0.0
KXPRESPERSON-28-JPRI,Who will win the next presidential election?,active,1.0,992.0,10.0,3.95458825,3.95458825,2.0,3.0,1.0,0.0,-651.6773644029221,38.44095525,1.0,4.0,1.0,-0.0492121597166108,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0853125,0.0853125,0.0361003402833891,0.0853125,0.0
KXPRESPERSON-28-GYOU,Who will win the next presidential election?,active,1.0,2103.0,5.0,-0.4356224999999993,0.0,0.0,3.0,1.0,0.0,47.76748475,47.76748475,1.0,2.0,1.0,0.1313064328597225,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0517125,0.0517125,0.1830189328597225,0.0517125,0.0
KXPRESPERSON-28-GWHI,Who will win the next presidential election?,active,1.0,2012.0,5.0,-2.6415465000000005,0.0,0.0,4.0,1.0,0.0,118.82381975,118.82381975,2.0,3.0,1.0,-0.0417597022954872,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0853125,0.0853125,0.0435527977045127,0.0853125,0.0
KXPRESPERSON-28-GABB,Who will win the next presidential election?,active,,,,,,,,,,,,,,,,KXPRESPERSON-28,Next US Presidential Election Winner?,,,,,
KXPRESPERSON-28-DTRUJR,Who will win the next presidential election?,active,1.0,25250.0,8.0,-9.417151750000013,0.0,0.0,3.0,1.0,0.0,155.47532074999995,155.47532074999995,1.0,2.0,1.0,0.0,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0517125,0.0517125,0.0517125,0.0517125,0.0
KXPRESPERSON-28-DTRU,Who will win the next presidential election?,active,1.0,25889.0,61.0,-501.1888439028083,12.044674286407767,4.0,7.0,1.0,0.1698415551216893,-45417.871815996186,869.2248571106261,5.0,9.0,1.0,0.2840698485740273,KXPRESPERSON-28,Next US Presidential Election Winner?,0.3202540551216893,0.1504125,0.4344823485740273,0.1504125,0.0
KXPRESPERSON-28-ABES,Who will win the next presidential election?,active,1.0,3316.0,11.0,7.075258499999998,7.075258499999998,2.0,3.0,1.0,0.0,-44.22859350000013,0.0,0.0,4.0,1.0,0.0,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0853125,0.0853125,0.0853125,0.0853125,0.0
KXPRESPERSON-28-PBUT,Who will win the next presidential election?,active,1.0,4625.0,14.0,-11.36739375000001,0.0,0.0,5.0,1.0,0.0,59.139271750000006,59.139271750000006,3.0,4.0,1.0,0.0143512940643397,KXPRESPERSON-28,Next US Presidential Election Winner?,0.1182125,0.1182125,0.1325637940643398,0.1182125,0.0
KXPRESPERSON-28-JSHA,Who will win the next presidential election?,active,1.0,19346.0,20.0,-33.193579499999984,0.0,0.0,4.0,1.0,0.0,-200.651051498689,0.0,0.0,4.0,1.0,0.0,KXPRESPERSON-28,Next US Presidential Election Winner?,0.0853125,0.0853125,0.0853125,0.0853125,0.0
KXPRESPERSON-28-GNEWS,Who will win the next presidential election?,active,1.0,12013.0,132.0,-27.021489750000004,0.0,0.0,22.0,1.0,0.0,-3982.117311749262,173.0325215000001,21.0,22.0,1.0,0.0923750388175385,KXPRESPERSON-28,Next US Presidential Election Winner?,0.5704125,0.5704125,0.6627875388175385,0.5704125,0.0
KXPRESPERSON-28-AOCA,Who will win the next presidential election?,active,1.0,9776.0,41.0,-1.6168229999999837,0.0,0.0,7.0,1.0,0.0,-4075.5137132007326,362.9971931727798,5.0,7.0,1.0,0.1568823206220859,KXPRESPERSON-28,Next US Presidential Election Winner?,0.1819125,0.1819125,0.3387948206220859,0.1819125,0.0
KXPRESPARTY-2028-R,Will Republican win the Presidency in 2028?,active,1.0,11198.0,42.0,-181.24731075000025,24.380993999999987,45.0,49.0,1.0,0.2911318837675604,-145.9867075000003,141.73587349999997,46.0,49.0,1.0,0.16539552307522,KXPRESPARTY-2028,Which party will win the 2028 Presidential Election?,1.1618443837675605,0.8707125,1.03610802307522,0.8707125,0.0
KXPRESPARTY-2028-D,Will Democratic win the Presidency in 2028?,active,2.0,4499.0,63.0,-5.1562794999999895,0.0,0.0,56.0,2.0,0.0,-26.132990499999952,0.0,0.0,56.0,2.0,0.0262388741128857,KXPRESPARTY-2028,Which party will win the 2028 Presidential Election?,0.8694000000000001,0.8694000000000001,0.8956388741128858,0.8694000000000001,0.0
KXMTRUSHMORE-29,Will Trump add himself to Mt. Rushmore?,active,5.0,121.0,8.0,-0.7704963444444444,1.1504502,11.0,15.0,5.0,-0.75,10.2592,10.476216,10.0,16.0,5.0,-0.4309644062711508,KXMTRUSHMORE-29,Will Trump add himself to Mt. Rushmore?,-0.3671874999999999,0.3828125,-0.0481519062711507,0.3828125,1.0
KXGREENTERRITORY-29,Will the United States acquire any part of Greenland before 2029?,active,2.0,1012.0,11.0,-7.232315999999992,0.6772652499999993,26.0,27.0,2.0,0.0,18.559271999999982,38.93981695305164,25.0,31.0,2.0,-0.2052167755687057,KXGREENTERRITORY-29,Will the US take control of any part of Greenland?,0.6898500000000001,0.6898500000000001,0.4846332244312943,0.6898500000000001,0.0
KXCANTERRITORY-29,Will the United States acquire any part of Canada before 2029?,active,3.0,67.0,2.0,-0.4952639999999996,0.0,0.0,1.0,3.0,0.0,-17.88540545523465,8.903809077586198,11.0,15.0,3.0,0.460677838770227,KXCANTERRITORY-29,Will the US take control of any part of Canada?,0.4087125,0.4087125,0.8693903387702271,0.4087125,1.0
GOVPARTYDE-28-R,Will the Republican party win the governorship in Delaware,no trades,,,,,,,,,,,,,,,,GOVPARTYDE-28,Who will win the governorship in Delaware?,,,,,
