market_ticker,market_title,status,current_spread,volume_7d_contracts,volume_7d_orders,7d_profit_current_usd,7d_profit_optimal_usd,7d_optimal_bid,7d_optimal_ask,7d_current_spread,7d_required_spread,60d_profit_current_usd,60d_profit_optimal_usd,60d_optimal_bid,60d_optimal_ask,60d_current_spread,60d_required_spread,event_ticker,event_title,7d_required_spread_with_fees,7d_roundtrip_fee_cents,60d_required_spread_with_fees,60d_roundtrip_fee_cents,spread_sufficient_flag
KXELONMARS-99,"Will Elon Musk visit Mars before Aug 1, 2099?",active,3.0,1342.0,100.0,11.52,14.04,6.0,10.0,3.0,0.0848078421064502,4.94,41.43,8.0,10.0,3.0,0.0820745781597861,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,,,,,1.0
KXNEWPOPE-70-PPAR,Who will the next Pope be?,active,2.0,248.0,2.0,-1.89,0.0,0.0,1.0,2.0,0.0,-8.92,8.45,1.0,4.0,2.0,-0.3399989250793011,KXNEWPOPE-70,Who will the next Pope be?,,,,,0.0
KXNEWPOPE-70-PERD,Who will the next Pope be?,active,,30.0,5.0,,,,,,,,,,,,,KXNEWPOPE-70,Who will the next Pope be?,,,,,
KXNEWPOPE-70-MZUP,Who will the next Pope be?,active,2.0,,,,,,,2.0,0.0,1.74,1.74,1.0,3.0,2.0,0.0,KXNEWPOPE-70,Who will the next Pope be?,,,,,0.0
KXNEWPOPE-70-LANT,Who will the next Pope be?,active,3.0,,,,,,,3.0,0.0,0.3,0.3,1.0,4.0,3.0,0.0,KXNEWPOPE-70,Who will the next Pope be?,,,,,1.0
KXNEWPOPE-70-FAMB,Who will the next Pope be?,active,2.0,,,,,,,2.0,0.0,7.9,7.9,1.0,3.0,2.0,0.0,KXNEWPOPE-70,Who will the next Pope be?,,,,,0.0
KXNEWPOPE-70-AARB,Who will the next Pope be?,active,2.0,,,,,,,2.0,0.0,3.02,3.02,1.0,3.0,2.0,-0.75,KXNEWPOPE-70,Who will the next Pope be?,,,,,0.0
KXNEWPOPE-70-PPIZ,Who will the next Pope be?,active,3.0,,,,,,,3.0,0.0,5.52,5.52,1.0,4.0,3.0,-0.6097070274901604,KXNEWPOPE-70,Who will the next Pope be?,,,,,1.0
KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,active,1.0,78.0,21.0,0.34,1.88,77.0,82.0,1.0,-0.7097237688710096,-5.57,30.24,77.0,84.0,1.0,-0.1214307911273528,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,,,,,0.0
KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,active,7.0,795.0,32.0,8.37,9.76,10.0,16.0,7.0,0.2510589071449369,7.64,12.22,10.0,16.0,7.0,0.4021998332699218,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,,,,,1.0
KXERUPTSUPER-0-50JAN01,When will a supervolcano next erupt?,active,5.0,346.0,26.0,5.35,5.35,12.0,17.0,5.0,0.25,35.66,45.21,11.0,17.0,5.0,0.4035345727152041,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,,,,,1.0
KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,active,3.0,450.0,19.0,0.39,0.48,14.0,18.0,3.0,-0.1107507326583444,11.19,11.19,15.0,18.0,3.0,0.024496318169219,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,,,,,1.0
KXPERSONPRESMAM-45,Will  become President of the United States before 2045?,active,1.0,466.0,77.0,2.29,2.29,5.0,6.0,1.0,0.08917863689,14.85,56.55,5.0,8.0,1.0,-0.0809065090153716,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,,,,,0.0
KXXISUCCESSOR-45JAN01-ZLEJ,"Will Zhao Leji become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,8.0,,,,,,,8.0,0.0,0.48,0.55,6.0,15.0,8.0,0.0,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,1.0
KXXISUCCESSOR-45JAN01-ZGUO,"Will Zhang Guoqing become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-YYON,"Will Yin Yong become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-YLI,"Will Yin Li become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-WHUN,"Will Wang Huning become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,,12.0,2.0,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-MXIN,"Will Ma Xingrui become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-LXI,"Will Li Xi become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-LQIA,"Will Li Qiang become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,9.0,23.0,2.0,0.0,0.0,0.0,20.0,9.0,0.0,0.09,0.09,11.0,20.0,9.0,0.0,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,1.0
KXXISUCCESSOR-45JAN01-LGAN,"Will Li Ganjie become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-HLIF,"Will He Lifeng become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-DXUE,"Will Ding Xuexiang become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,9.0,13.0,3.0,0.0,0.0,0.0,33.0,9.0,0.0,6.12,6.12,24.0,33.0,9.0,0.0,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,1.0
KXXISUCCESSOR-45JAN01-CQI,"Will Cai Qi become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,9.0,,,,,,,9.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,1.0
KXXISUCCESSOR-45JAN01-CMIN,"Will Chen Min'er become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",no trades,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXXISUCCESSOR-45JAN01-CJIN,"Will Chen Jining become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",active,,,,,,,,,,,,,,,,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,,,,,
KXPERSONPRESFUENTES-45,Will  become President of the United States before 2045?,active,1.0,468.0,32.0,1.43,4.75,16.0,19.0,1.0,0.8524687932474521,20.85,329.55,13.0,41.0,1.0,1.402976474449019,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,,,,,0.0
KXNEXTISRAELPM-45JAN01-YLEV,Will Yariv Levin be the next Prime Minister of Israel?,active,,8.0,4.0,,,,,,,,,,,,,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,
KXNEXTISRAELPM-45JAN01-YLAP,Will Yair Lapid be the next Prime Minister of Israel?,active,6.0,,,,,,,6.0,0.0,4.8,7.6,11.0,15.0,6.0,0.0590401888519574,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,1.0
KXNEXTISRAELPM-45JAN01-YGOL,Will Yair Golan be the next Prime Minister of Israel?,active,,3.0,1.0,,,,,,,,,,,,,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,
KXNEXTISRAELPM-45JAN01-YGAL,Will Yoav Gallant be the next Prime Minister of Israel?,active,1.0,60.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04,0.04,5.0,6.0,1.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,0.0
KXNEXTISRAELPM-45JAN01-YCOH,Will Yossi Cohen be the next Prime Minister of Israel?,active,1.0,40.0,3.0,0.1,0.1,5.0,6.0,1.0,0.0,0.3,0.3,5.0,6.0,1.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,0.0
KXNEXTISRAELPM-45JAN01-NBEN,Will Naftali Bennett be the next Prime Minister of Israel?,active,6.0,25.0,2.0,0.06,0.06,33.0,39.0,6.0,0.0,3.3,3.3,33.0,39.0,6.0,-1.816830081067869,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,1.0
KXNEXTISRAELPM-45JAN01-IKAT,Will Israel Katz be the next Prime Minister of Israel?,active,2.0,200.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,0.0
KXNEXTISRAELPM-45JAN01-IBEN,Will Itamar Ben-Gvir be the next Prime Minister of Israel?,no trades,,,,,,,,,,,,,,,,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,
KXNEXTISRAELPM-45JAN01-GEIS,Will Gadi Eisenkot be the next Prime Minister of Israel?,active,2.0,68.0,5.0,0.08,0.08,2.0,4.0,2.0,0.0,0.08,0.08,2.0,4.0,2.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,0.0
KXNEXTISRAELPM-45JAN01-BSMO,Will Bezalel Smotrich be the next Prime Minister of Israel?,no trades,,,,,,,,,,,,,,,,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,
KXNEXTISRAELPM-45JAN01-BGAN,Will Benny Gantz be the next Prime Minister of Israel?,active,3.0,8.0,2.0,0.12,0.12,4.0,7.0,3.0,0.0,0.63,1.19,4.0,8.0,3.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,1.0
KXNEXTISRAELPM-45JAN01-ALIE,Will Avigdor Lieberman be the next Prime Minister of Israel?,active,4.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.02,3.0,5.0,4.0,0.0,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,,,,,1.0
KXG7LEADEROUT-45JAN01-STAK,Will Prime Minister of Japan be the first to leave office?,active,6.0,259.0,3.0,-2.16,0.0,0.0,1.0,6.0,0.0,-1.76,0.2,0.0,16.0,6.0,2.0,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,1.0
KXG7LEADEROUT-45JAN01-MCAR,Will Prime Minister of Canada be the first to leave office?,active,,,,,,,,,,,,,,,,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,
KXG7LEADEROUT-45JAN01-KSTA,Will Prime Minister of the United Kingdom be the first to leave office?,active,7.0,21.0,1.0,0.0,0.21,0.0,45.0,7.0,0.0,-1.5,30.24,0.0,98.0,7.0,62.78007769693564,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,0.0
KXG7LEADEROUT-45JAN01-GMEL,Will Prime Minister of Italy be the first to leave office?,active,,,,,,,,,,,,,,,,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,
KXG7LEADEROUT-45JAN01-FMER,Will Chancellor of Germany be the first to leave office?,active,6.0,893.0,6.0,-2.54,19.58,0.0,98.0,6.0,58.21138293140774,-2.54,19.58,0.0,98.0,6.0,58.21138293140774,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,0.0
KXG7LEADEROUT-45JAN01-EMAC,Will President of France be the first to leave office?,active,1.0,21.0,6.0,-0.05,0.59,38.0,46.0,1.0,0.0,-12.95,56.17,38.0,66.0,1.0,0.9023689270621824,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,0.0
KXG7LEADEROUT-45JAN01-DJT,Will President of the United States be the first to leave office?,active,,28.0,5.0,,,,,,,,,,,,,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,,,,,
KXRAMPBREX-40-RAMP,Will Ramp or Brex IPO first?,active,6.0,,,,,,,6.0,0.0,0.72,0.72,67.0,73.0,6.0,0.0,KXRAMPBREX-40,Will Ramp or Brex IPO first?,,,,,1.0
KXRAMPBREX-40-BREX,Will Ramp or Brex IPO first?,active,8.0,,,,,,,8.0,0.0,-0.14,8.05,34.0,41.0,8.0,-2.0,KXRAMPBREX-40,Will Ramp or Brex IPO first?,,,,,1.0
KXOAIANTH-40-ANTH,Will Open AI or Anthropic IPO first?,active,1.0,2298.0,92.0,-2.77,13.68,64.0,76.0,1.0,-0.1551971512629832,-23.83,72.53,51.0,76.0,1.0,-0.5874354855521795,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,,,,,0.0
KXOAIANTH-40-OAI,Will OpenAI or Anthropic IPO first?,active,1.0,937.0,31.0,-0.54,8.28,0.0,43.0,1.0,1.438194187433142,-25.6,214.15,34.0,72.0,1.0,0.0661614421262734,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,,,,,0.0
KXFUSION-40-JAN01,When will nuclear fusion be achieved?,active,8.0,5.0,4.0,0.0,0.0,0.0,44.0,8.0,0.0,-1.02,0.3,35.0,45.0,8.0,0.0,KXFUSION,When will nuclear fusion be achieved?,,,,,1.0
KXFUSION-35-JAN01,When will nuclear fusion be achieved?,active,7.0,2.0,1.0,0.0,0.0,0.0,39.0,7.0,0.0,-0.18,8.52,31.0,38.0,7.0,-0.2834936490538903,KXFUSION,When will nuclear fusion be achieved?,,,,,1.0
KXFUSION-30-JAN01,When will nuclear fusion be achieved?,active,7.0,27.0,2.0,0.0,0.0,0.0,21.0,7.0,0.0,4.83,7.39,14.0,22.0,7.0,0.0,KXFUSION,When will nuclear fusion be achieved?,,,,,1.0
KXDEELRIP-40-RIPP,Will Deel or Rippling IPO first?,active,5.0,,,,,,,5.0,0.0,-5.94,45.36,2.0,22.0,5.0,0.0,KXDEELRIP-40,Will Deel or Rippling IPO first?,,,,,1.0
KXDEELRIP-40-DEEL,Will Deel or Rippling IPO first?,active,1.0,93.0,8.0,-4.84,0.0,0.0,83.0,1.0,0.0,-200.32,51.43,0.0,96.0,1.0,0.0,KXDEELRIP-40,Will Deel or Rippling IPO first?,,,,,0.0
KXPOPCHANGESTATE10-35,Will  experience a population decrease of at least 10% between 2025 and 2035?,active,6.0,1.0,1.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,,,,,1.0
KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,active,82.0,2.0,1.0,0.0,0.0,0.0,21.0,82.0,0.0,0.0,0.0,0.0,24.0,82.0,-0.7999999999999999,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,,,,,1.0
KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,active,1.0,189.0,23.0,-0.82,2.54,38.0,42.0,1.0,-0.0172228408817372,-26.96,55.9,36.0,43.0,1.0,0.1868079265296155,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,,,,,0.0
KXPERFORMBONDSONG-35-OLI,Who will perform the next James Bond Song?,active,8.0,49.0,1.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-MIL,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-SAB,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,0.0,0.05,0.0,12.0,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-CHA,Who will perform the next James Bond Song?,active,,30.0,1.0,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-LOR,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-LEW,Who will perform the next James Bond Song?,active,,,,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-ELT,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-BEY,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-U2,Who will perform the next James Bond Song?,no trades,,,,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-WEE,Who will perform the next James Bond Song?,active,9.0,,,,,,,9.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-TAY,Who will perform the next James Bond Song?,no trades,,,,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-SZA,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-SAM,Who will perform the next James Bond Song?,active,,,,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-LAN,Who will perform the next James Bond Song?,active,6.0,83.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-LAD,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-HAR,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-ED,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,,,,,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-DUA,Who will perform the next James Bond Song?,active,8.0,271.0,11.0,0.0,0.0,0.0,25.0,8.0,-0.1107507326583443,0.56,2.0,14.0,24.0,8.0,-0.4278276043901248,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXPERFORMBONDSONG-35-COL,Who will perform the next James Bond Song?,active,,,,,,,,,,,,,,,,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,
KXPERFORMBONDSONG-35-ARI,Who will perform the next James Bond Song?,active,8.0,,,,,,,8.0,0.0,0.08,0.44,4.0,14.0,8.0,0.0,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,,,,,1.0
KXNEWPOPE-35-RLEO,Who will the next Pope be?,active,3.0,,,,,,,3.0,0.0,0.69,0.69,1.0,4.0,3.0,0.0,KXNEWPOPE-35,Who will the next Pope be?,,,,,1.0
KXNEWPOPE-35-PPAR,Who will the next Pope be?,active,5.0,1356.0,9.0,-21.56,0.5,9.0,18.0,5.0,-3.1759546816668074,-9.24,12.56,9.0,17.0,5.0,-1.3006305511246223,KXNEWPOPE-35,Who will the next Pope be?,,,,,1.0
KXNEWPOPE-35-PERD,Who will the next Pope be?,active,3.0,113.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,9.93,9.93,1.0,4.0,3.0,-1.700961894323342,KXNEWPOPE-35,Who will the next Pope be?,,,,,1.0
KXNEWPOPE-35-MZUP,Who will the next Pope be?,active,3.0,,,,,,,3.0,0.0,-5.13,0.6,1.0,7.0,3.0,0.0,KXNEWPOPE-35,Who will the next Pope be?,,,,,1.0
KXNEWPOPE-35-LANT,Who will the next Pope be?,active,4.0,27.0,3.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,KXNEWPOPE-35,Who will the next Pope be?,,,,,1.0
KXJOHNNYDEPP-35-JOH,Will Johnny Depp be casted in the next Pirates of the Caribbean?,active,1.0,442.0,60.0,-11.44,9.77,37.0,46.0,1.0,0.8037827432221949,8.38,92.71,37.0,51.0,1.0,0.6678207201666526,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,,,,,0.0
KXBRUVSEAT-35,"Will Britain Restoring Underlying Values (""BRUV"") win a seat in the next U.K. general election?",active,5.0,253.0,12.0,0.5,0.72,3.0,6.0,5.0,0.4153594569415369,-15.87,156.52,3.0,8.0,5.0,0.3162277660168379,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,,,,,1.0
KXAFRICALEADEROUT-35-JM,Will John Mahama leave office next in this set?,active,6.0,,,,,,,6.0,0.0,,,,,6.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-FT,Will Félix Tshisekedi leave office next in this set?,active,6.0,61.0,3.0,1.8,1.8,15.0,21.0,6.0,0.0,1.8,1.8,15.0,21.0,6.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-EM,Will Emmerson Mnangagwa leave office next in this set?,active,5.0,,,,,,,5.0,0.0,,,,,5.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-BT,Will Bola Tinubu leave office next in this set?,active,7.0,,,,,,,7.0,0.0,,,,,7.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-AT,Will Abdelmadjid Tebboune leave office next in this set?,active,6.0,,,,,,,6.0,0.0,,,,,6.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-WR,Will William Ruto leave office next in this set?,active,5.0,,,,,,,5.0,0.0,-0.79,0.64,9.0,10.0,5.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-TAS,Will Taye Atske Selassie leave office next in this set?,active,4.0,,,,,,,4.0,0.0,,,,,4.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-PK,Will Paul Kagame leave office next in this set?,active,,,,,,,,,,,,,,,,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,
KXAFRICALEADEROUT-35-CR,Will Cyril Ramaphosa leave office next in this set?,active,6.0,,,,,,,6.0,0.0,-0.42,0.0,0.0,9.0,6.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXAFRICALEADEROUT-35-AFES,Will Abdel Fattah el-Sisi leave office next in this set?,active,6.0,,,,,,,6.0,0.0,,,,,6.0,0.0,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,,,,,1.0
KXACTORSONNYCROCKETT-35-RIC,Will Richard Madden be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-GAR,Will Garrett Hedlund be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-TOM,Will Tom Hardy be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-TAY,Will Taylor Kitsch be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-RYA,Will Ryan Gosling be casted in the next Miami Vice?,active,11.0,,,,,,,11.0,0.0,0.0,0.0,0.0,18.0,11.0,0.5,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,1.0
KXACTORSONNYCROCKETT-35-PED,Will Pedro Pascal be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-OSC,Will Oscar Isaac be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-MIL,Will Miles Teller be casted in the next Miami Vice?,no trades,,,,,,,,,,,,,,,,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,
KXACTORSONNYCROCKETT-35-JAK,Will Jake Gyllenhaal be casted in the next Miami Vice?,active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,1.0
KXACTORSONNYCROCKETT-35-GLE,Will Glen Powell be casted in the next Miami Vice?,active,10.0,7.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,12.95,61.04,19.0,39.0,10.0,17.221842754604733,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,,,,,0.0
KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 Diabetes before 2033?,active,6.0,336.0,6.0,-1.54,1.98,0.0,30.0,6.0,0.0,-4.94,1.96,21.0,32.0,6.0,1.25,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,,,,,1.0
EUCLIMATE-2030,Will the EU meet its climate goals?,active,9.0,12.0,7.0,0.36,0.36,45.0,54.0,9.0,0.0,5.31,6.24,45.0,53.0,9.0,-0.065087381958545,EUCLIMATE,EU meets its 2030 climate goals?,,,,,1.0
INDIACLIMATE-30,Will India meet its climate goals?,active,4.0,270.0,24.0,5.21,9.03,71.0,78.0,4.0,0.2672612419124244,14.09,69.67,70.0,82.0,4.0,0.0,INDIACLIMATE-30,India meets its 2030 climate goals?,,,,,1.0
